epoch,train_loss,train_acc,val_loss,val_acc,lr,time
104,7.552866009064019e-05,1.0,7.307792111532763e-05,1.0,0.01,2.4506494998931885
105,7.47986268834211e-05,1.0,7.252665818668902e-05,1.0,0.01,2.479217052459717
106,7.40983959985897e-05,1.0,7.199028186732903e-05,1.0,0.01,2.506014585494995
107,7.342050957959145e-05,1.0,7.149117300286889e-05,1.0,0.01,2.5351760387420654
108,7.275750976987183e-05,1.0,7.097714114934206e-05,1.0,0.01,2.5646204948425293
109,7.213176286313683e-05,1.0,7.048547558952123e-05,1.0,0.01,2.5904252529144287
110,7.153581827878952e-05,1.0,7.002360507613048e-05,1.0,0.01,2.6156091690063477
111,7.096221088431776e-05,1.0,6.952448165975511e-05,1.0,0.01,2.6433935165405273
112,7.0425849116873e-05,1.0,6.906261114636436e-05,1.0,0.01,2.6705548763275146
113,6.991182453930378e-05,1.0,6.860074063297361e-05,1.0,0.01,2.7000629901885986
114,6.94052578182891e-05,1.0,6.81537640048191e-05,1.0,0.01,2.7290596961975098
115,6.893592944834381e-05,1.0,6.773658969905227e-05,1.0,0.01,2.7596070766448975
116,6.845916504971683e-05,1.0,6.731940084137022e-05,1.0,0.01,2.788484573364258
117,6.799728726036847e-05,1.0,6.690967711620033e-05,1.0,0.01,2.8161721229553223
118,6.75354094710201e-05,1.0,6.64999388391152e-05,1.0,0.01,2.8455913066864014
119,6.708842556690797e-05,1.0,6.612000288441777e-05,1.0,0.01,2.876413583755493
120,6.6626540501602e-05,1.0,6.572517304448411e-05,1.0,0.01,2.9041762351989746
121,6.616466271225363e-05,1.0,6.533778650918975e-05,1.0,0.01,2.935396909713745
122,6.571767153218389e-05,1.0,6.49503999738954e-05,1.0,0.01,2.9688193798065186
123,6.527814548462629e-05,1.0,6.457790732383728e-05,1.0,0.01,3.000636100769043
124,6.48162531433627e-05,1.0,6.42128725303337e-05,1.0,0.01,3.029905319213867
125,6.438417040044442e-05,1.0,6.383292202372104e-05,1.0,0.01,3.0575740337371826
126,6.39446298009716e-05,1.0,6.347533781081438e-05,1.0,0.01,3.0879650115966797
127,6.350508920149878e-05,1.0,6.311029574135318e-05,1.0,0.01,3.1319773197174072
128,6.311770266620442e-05,1.0,6.27825065748766e-05,1.0,0.01,3.171725273132324
129,6.26781620667316e-05,1.0,6.24174572294578e-05,1.0,0.01,3.204239845275879
130,6.22758743702434e-05,1.0,6.20524151599966e-05,1.0,0.01,3.2351317405700684
131,6.188102997839451e-05,1.0,6.169482367113233e-05,1.0,0.01,3.296766996383667
132,6.147129170130938e-05,1.0,6.133723218226805e-05,1.0,0.01,3.331806182861328
133,6.109134119469672e-05,1.0,6.097964069340378e-05,1.0,0.01,3.3679394721984863
134,6.069650407880545e-05,1.0,6.0636950365733355e-05,1.0,0.01,3.4024782180786133
135,6.0324011428747326e-05,1.0,6.0264457715675235e-05,1.0,0.01,3.4353744983673096
136,5.994406819809228e-05,1.0,5.987706390442327e-05,1.0,0.01,3.469801664352417
137,5.957157554803416e-05,1.0,5.952692299615592e-05,1.0,0.01,3.500680446624756
138,5.921398042119108e-05,1.0,5.91842363064643e-05,1.0,0.01,3.5233325958251953
139,5.887874431209639e-05,1.0,5.8834091760218143e-05,1.0,0.01,3.5451929569244385
140,5.8521152823232114e-05,1.0,5.8498848375165835e-05,1.0,0.01,3.567272663116455
141,5.8185905800201e-05,1.0,5.814125688630156e-05,1.0,0.01,3.589080810546875
142,5.780596620752476e-05,1.0,5.779856292065233e-05,1.0,0.01,3.611189603805542
143,5.7440924138063565e-05,1.0,5.744097143178806e-05,1.0,0.01,3.6353113651275635
144,5.7105680753011256e-05,1.0,5.712807978852652e-05,1.0,0.01,3.6580183506011963
145,5.6770441005937755e-05,1.0,5.6800286984071136e-05,1.0,0.01,3.6823036670684814
146,5.642775067826733e-05,1.0,5.6442691857228056e-05,1.0,0.01,3.705017566680908
147,5.610740481643006e-05,1.0,5.614469773718156e-05,1.0,0.01,3.727429151535034
148,5.578706623055041e-05,1.0,5.5802007409511134e-05,1.0,0.01,3.7493813037872314
149,5.54518228454981e-05,1.0,5.5496562708867714e-05,1.0,0.01,3.7719008922576904
150,5.513148062163964e-05,1.0,5.516876990441233e-05,1.0,0.01,3.793788194656372
151,5.479623723658733e-05,1.0,5.487077578436583e-05,1.0,0.01,3.8162710666656494
152,5.4483345593325794e-05,1.0,5.453552876133472e-05,1.0,0.01,3.838263750076294
153,5.4177900892682374e-05,1.0,5.425243580248207e-05,1.0,0.01,3.8606512546539307
154,5.387990677263588e-05,1.0,5.395444168243557e-05,1.0,0.01,3.883578300476074
155,5.355211396818049e-05,1.0,5.3656447562389076e-05,1.0,0.01,3.9062538146972656
156,5.3269021009327844e-05,1.0,5.337335096555762e-05,1.0,0.01,3.929645299911499
157,5.2963572670705616e-05,1.0,5.308280742610805e-05,1.0,0.01,3.951951265335083
158,5.263577986625023e-05,1.0,5.279226024867967e-05,1.0,0.01,3.9769091606140137
159,5.23601338500157e-05,1.0,5.2531511755660176e-05,1.0,0.01,3.9988744258880615
160,5.207704089116305e-05,1.0,5.2240968216210604e-05,1.0,0.01,4.020859241485596
161,5.178649371373467e-05,1.0,5.19429704581853e-05,1.0,0.01,4.042367458343506
162,5.1481045375112444e-05,1.0,5.1659873861353844e-05,1.0,0.01,4.0654003620147705
163,5.120540299685672e-05,1.0,5.140657594893128e-05,1.0,0.01,4.086897134780884
164,5.0922306400025263e-05,1.0,5.115327803650871e-05,1.0,0.01,4.108681917190552
165,5.064666038379073e-05,1.0,5.089998012408614e-05,1.0,0.01,4.130798101425171
166,5.038591189077124e-05,1.0,5.062433410785161e-05,1.0,0.01,4.155992269515991
167,5.008046719012782e-05,1.0,5.036358561483212e-05,1.0,0.01,4.189514875411987
168,4.9812268116511405e-05,1.0,5.011774192098528e-05,1.0,0.01,4.575132369995117
169,4.955151962349191e-05,1.0,4.984209226677194e-05,1.0,0.01,4.5978639125823975
170,4.9305675929645076e-05,1.0,4.960369551554322e-05,1.0,0.01,4.61984920501709
171,4.9030029913410544e-05,1.0,4.935784818371758e-05,1.0,0.01,4.642599582672119
172,4.8754380259197205e-05,1.0,4.912690201308578e-05,1.0,0.01,4.665977478027344
173,4.850853292737156e-05,1.0,4.8873604100663215e-05,1.0,0.01,4.689172983169556
174,4.827013617614284e-05,1.0,4.862030618824065e-05,1.0,0.01,4.710961818695068
175,4.8016838263720274e-05,1.0,4.835210711462423e-05,1.0,0.01,4.732862710952759
176,4.775608977070078e-05,1.0,4.8121160943992436e-05,1.0,0.01,4.754818439483643
177,4.750279549625702e-05,1.0,4.788276055478491e-05,1.0,0.01,4.780807971954346
178,4.724204700323753e-05,1.0,4.765181438415311e-05,1.0,0.01,4.804912567138672
179,4.700365388998762e-05,1.0,4.7413413994945586e-05,1.0,0.01,4.827494144439697
180,4.677270044339821e-05,1.0,4.7175017243716866e-05,1.0,0.01,4.849925756454468
181,4.650450136978179e-05,1.0,4.6966419176897034e-05,1.0,0.01,4.872197151184082
182,4.6273555199149996e-05,1.0,4.6742919948883355e-05,1.0,0.01,4.894485712051392
183,4.605751018971205e-05,1.0,4.649707261705771e-05,1.0,0.01,4.916981935501099
184,4.580420863931067e-05,1.0,4.6273569751065224e-05,1.0,0.01,4.9399495124816895
185,4.555835766950622e-05,1.0,4.605752110364847e-05,1.0,0.01,4.962078332901001
186,4.536465712590143e-05,1.0,4.583402187563479e-05,1.0,0.01,4.984248399734497
187,4.5133710955269635e-05,1.0,4.5588174543809146e-05,1.0,0.01,5.006078243255615
188,4.488786362344399e-05,1.0,4.5364675315795466e-05,1.0,0.01,5.028203964233398
189,4.468671613722108e-05,1.0,4.514862666837871e-05,1.0,0.01,5.052199602127075
190,4.445576632861048e-05,1.0,4.489532875595614e-05,1.0,0.01,5.075013637542725
191,4.423226346261799e-05,1.0,4.4671829527942464e-05,1.0,0.01,5.097631216049194
192,4.3993866711389273e-05,1.0,4.444087971933186e-05,1.0,0.01,5.119514226913452
193,4.3785265006590635e-05,1.0,4.420992991072126e-05,1.0,0.01,5.143620729446411
194,4.35766669397708e-05,1.0,4.398643068270758e-05,1.0,0.01,5.168935775756836
195,4.336061829235405e-05,1.0,4.378527955850586e-05,1.0,0.01,5.1948981285095215
196,4.314456964493729e-05,1.0,4.356923091108911e-05,1.0,0.01,5.224668264389038
197,4.293596794013865e-05,1.0,4.3368076148908585e-05,1.0,0.01,5.24676775932312
198,4.272736987331882e-05,1.0,4.315948172006756e-05,1.0,0.01,5.268226385116577
199,4.251876816852018e-05,1.0,4.292852827347815e-05,1.0,0.01,5.383950471878052
200,4.230271952110343e-05,1.0,4.272738078725524e-05,1.0,0.01,5.40692138671875
