epoch,train_loss,train_acc,val_loss,val_acc,lr,time
1,2.786065290729329,0.1976225380840079,2.3897492547644736,0.27237900651257824,0.003633534722941957,25.66025733947754
2,2.105389042044698,0.3359997450442985,2.050893095866761,0.3432511812029115,0.003633534722941957,49.7099072933197
3,1.611244292748241,0.4620116004844158,1.4613664150238037,0.510535052994509,0.003633534722941957,73.84462642669678
4,1.261933169892857,0.5793549620753394,1.1219046025832728,0.6132039330864513,0.003633534722941957,97.89725089073181
5,0.9491626907507346,0.6846516667728982,0.7084889090726422,0.778189247861065,0.003633534722941957,120.80955505371094
6,0.7371930531937546,0.7574096500732997,0.8558415691541321,0.7443493806665815,0.003633534722941957,145.54018473625183
7,0.5706895226251175,0.8135636433169737,0.4745389244591363,0.8462520750861959,0.003633534722941957,169.47679233551025
8,0.47473770140674576,0.8442539358786411,0.351905663935043,0.8812412207891712,0.003633534722941957,193.68460202217102
9,0.3930035114698637,0.869622028172605,0.3348989746557239,0.8927340058740901,0.003633534722941957,217.93246150016785
10,0.32538189508903703,0.8931416916310791,0.22252974590464292,0.9335972417315797,0.003633534722941957,242.00721955299377
11,0.29451518338697197,0.9041685257186564,0.17293592612047992,0.9478993742817009,0.003633534722941957,266.25152015686035
12,0.25984231238383715,0.9166613550895532,0.17708724645349253,0.9440684459200613,0.003633534722941957,289.6604549884796
13,0.22678220323352544,0.9254573267894703,0.2056600834506008,0.9283616396373388,0.003633534722941957,313.56214332580566
14,0.20940405359474254,0.930046529415514,0.13079833132865526,0.9550504405567616,0.003633534722941957,337.4103174209595
15,0.18952484803762343,0.9366116387277711,0.11038247974588025,0.9661601328055165,0.003633534722941957,361.71194887161255
16,0.12065063988727824,0.9604499968130538,0.06527590252800454,0.9803345677435832,0.0018167673614709785,386.01403760910034
17,0.10623077081918975,0.9658996749314807,0.0602687943680465,0.9819946367002937,0.0018167673614709785,410.11808037757874
18,0.10727610733162735,0.9655491108419912,0.06007672706563158,0.9823777295364576,0.0018167673614709785,434.3970172405243
19,0.10848313609248662,0.9648161132003314,0.07841791959115295,0.9745881752011237,0.0018167673614709785,458.10830903053284
20,0.10053435808363574,0.9660908917075658,0.08498195392923918,0.9734388966926318,0.0018167673614709785,481.56678318977356
21,0.09566501091076544,0.9697240104531838,0.05084651471373053,0.9832716128208403,0.0018167673614709785,505.92920327186584
22,0.08999202120497103,0.9699152272292689,0.04882851115588107,0.9864640531222066,0.0018167673614709785,530.1886599063873
23,0.08692871002327592,0.9710625278857798,0.06073463227595202,0.9808453581918019,0.0018167673614709785,554.3966600894928
24,0.08236311246354323,0.9736439543629294,0.06004264758207619,0.9808453581918019,0.0018167673614709785,578.403112411499
25,0.07993276510429212,0.9736120849002485,0.041094414196575654,0.9868471459583705,0.0018167673614709785,602.4500513076782
26,0.07571529924292068,0.9761297724520365,0.03496891370128801,0.989273400587409,0.0018167673614709785,626.3496763706207
27,0.07529927816853878,0.9754605137357384,0.034457403494806735,0.9904226790959009,0.0018167673614709785,649.5744671821594
28,0.06858453662912045,0.9776595066607177,0.04075353306672807,0.9869748435704252,0.0018167673614709785,673.7805893421173
29,0.0695525885428014,0.9777869845114411,0.04718274764426427,0.9844208913293322,0.0018167673614709785,698.0345249176025
30,0.0688746596539741,0.9779782012875263,0.03706728539277616,0.9876133316306985,0.0018167673614709785,722.5135982036591
